Abbreviation,Name,Reaction,GPR,Genes,Protein,Subsystem,Reversible,Lower bound,Upper bound,Objective,Confidence score,E.C. number,Notes,References
rxn08978,NADPH Quinone Reductase (Menaquinone-8),[c] : nadph + h + mqn8 => nadp + mql8,,,,,0,,,0,2,1.6.99.6,,
rxn08979,NADPH Quinone Reductase (2-Demethylmenaquinone-8),[c] : nadph + h + 2dmmq8 => nadp + 2dmmql8,,,,,0,,,0,2,1.6.99.6,,
rxn09108,Phosphatidylglycerol synthase (n-C12:0),[c] : glyc3p + cdpdddecg => cmp + pgp120,PgsA (A0877) ,A0877,PgsA,Fatty Acid Synthesis,0,,,0,2,2.7.8.5,,
rxn09109,Phosphatidylglycerol synthase (n-C14:0),[c] : glyc3p + cdpdtdecg => cmp + pgp140,PgsA (A0877) ,A0877,PgsA,Fatty Acid Synthesis,0,,,0,2,2.7.8.5,,
rxn09110,Phosphatidylglycerol synthase (n-C14:1),[c] : glyc3p + cdpdtdec7eg => cmp + pgp141,PgsA (A0877) ,A0877,PgsA,Fatty Acid Synthesis,0,,,0,2,2.7.8.5,,
rxn09111,Phosphatidylglycerol synthase (n-C16:0),[c] : glyc3p + cdpdhdecg => cmp + pgp160,PgsA (A0877) ,A0877,PgsA,Fatty Acid Synthesis,0,,,0,2,2.7.8.5,,
rxn09112,Phosphatidylglycerol synthase (n-C16:1),[c] : glyc3p + cdpdhdec9eg => cmp + pgp161,PgsA (A0877) ,A0877,PgsA,Fatty Acid Synthesis,0,,,0,2,2.7.8.5,,
rxn09113,Phosphatidylglycerol synthase (n-C18:0),[c] : glyc3p + cdpdodecg => cmp + pgp180,PgsA (A0877) ,A0877,PgsA,Fatty Acid Synthesis,0,,,0,2,2.7.8.5,,
rxn09114,Phosphatidylglycerol synthase (n-C18:1),[c] : glyc3p + cdpdodec11eg => cmp + pgp181,PgsA (A0877) ,A0877,PgsA,Fatty Acid Synthesis,0,,,0,2,2.7.8.5,,
rxn09188,Proline dehydrogenase,[c] : fad + pro-L => fadh2 + 1pyr5c,,,,,0,,,0,2,1.5.99.8,,
rxn09272,succinate dehydrogenase (irreversible),[c] : succ + q8 => fum + q8h2,,,,,0,,,0,2,1.3.99.1,,
rxn09296,hydrogen peroxide reductase (thioredoxin),[c] : h2o2 + trdrd => 2 h2o + trdox,,,,,0,,,0,2,,,
rxn09310,thiazole phosphate synthesis,[c] : atp + tyr-L + cys-L + dxyl5p <=> h2o + co2 + ppi + amp + ala-L + 4mpetz + 4hba,,,,,1,,,0,2,,,
rxn09448,fatty-acid--CoA ligase (octadecenoate),[c] : atp + coa + h + ocdcea <=> ppi + amp + odecoa,,A0675,,,1,,,0,2,6.2.1.3,,
rxn09449,fatty-acid--CoA ligase (octadecanoate),[c] : atp + coa + h + ocdca <=> ppi + amp + stcoa,,A0675,,,1,,,0,2,6.2.1.3,,
rxn09450,"fatty-acid--CoA ligase (hexadecenoate), peroxisomal",[c] : atp + coa + h + hdcea <=> ppi + amp + hdcoa,,A0675,,,1,,,0,2,6.2.1.3,,
rxn09562,guanylate kinase (GMP:dATP),[c] : datp + gmp <=> gdp + dadp,,A1846,,,1,,,0,2,2.7.4.8,,
AHMMPS,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,[c] : h2o + air <=> 0.5 o2 + pi + 2 h + gcald + 4ahmmp,ThiC (A0831) ,A0831,ThiC,Coenzymes and prosthetic groups,1,,,0,2,,,
ATPS4rpp,ATP synthase (four protons for one ATP) (periplasm),3 adp[c] + 3 pi[c] + 14 h[p]  -> 3 atp[c] + 11 h[c] + 3 h2o[c] ,,,,,0,,,0,2,3.6.3.14,,
COX_CYC,cytochrome-c oxidase (H+/e- = 2),0.5 o2[c] + 4 h[c] + 2 focytc[c] => h2o[c] + 2 h[e] + 2 ficytc[c],( CcoABC1 ( A1162 and A1163 and A1164 )  and Cyc6-I (A0167)  ) or ( CcoABC1 ( A1162 and A1163 and A1164 )  and Cyc6-II (A2391)  ) or ( CcoABC2 ( A0725 and A0726 and A0727 )  and Cyc6-I (A0167)  ) or ( CcoABC2 ( A0725 and A0726 and A0727 )  and Cyc6-II (A2391)  ),( ( ( A1162  and  A1163  and  A1164 )  and  A0167 )  or  ( ( A1162  and  A1163  and  A1164 )  and  A2391 )  or  ( ( A0725  and  A0726  and  A0727 )  and  A0167 )  or  ( ( A0725  and  A0726  and  A0727 )  and  A2391 ) ),( CcoABC1 and Cyc6-I ) or ( CcoABC1 and Cyc6-II ) or ( CcoABC2 and Cyc6-I ) or ( CcoABC2 and Cyc6-II ),Oxidative Phosphorylation,0,,,0,2,1.9.3.1,,
rxn10060,NAD kinase (dTTP),[c] : nad + dttp => nadp + dtdp,,,,,0,,,0,2,2.7.1.23,,
rxn10094,S-adenosylmethione:2-demethylmenaquinone methyltransferase,[c] : amet + 2dmmq8 <=> ahcys + h + mqn8,,,,,1,,,0,2,,,
rxn10113,cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons),0.5 o2[c] + 2.5 h[c] + q8h2[c] => h2o[c] + 2.5 h[e] + q8[c],,,,,0,,,0,2,,,
rxn10121,NarB,[c] : no3 + 2 fdxrd => no2 + h2o + 2 fdxox,,,,,0,,,0,2,1.7.7.2,,
rxn10122,NADH dehydrogenase (ubiquinone-8 & 3.5 protons),nadh[c] + 4.5 h[c] + q8[c] => nad[c] + 3.5 h[e] + q8h2[c],,,,,0,,,0,2,1.6.5.3,A0172|A0173|A0560|A0569|A0854|A0923|A0924|A0925|0926|A1143|A1805|A1806|A1973|A2000|A2327|A2374|A2541|A2547|A2748|A2749|A2750,
rxn10123,NADH dehydrogenase (menaquinone-8 & 2 protons),nadh[c] + 3 h[c] + mqn8[c] => nad[c] + 2 h[e] + mql8[c],,,,,0,,,0,2,1.6.5.3,A0172|A0173|A0560|A0569|A0854|A0923|A0924|A0925|0926|A1143|A1805|A1806|A1973|A2000|A2327|A2374|A2541|A2547|A2748|A2749|A2750,
rxn10124,NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons),nadh[c] + 3.8 h[c] + 2dmmq8[c] => nad[c] + 2.8 h[e] + 2dmmql8[c],,,,,0,,,0,2,1.6.5.3,A0172|A0173|A0560|A0569|A0854|A0923|A0924|A0925|0926|A1143|A1805|A1806|A1973|A2000|A2327|A2374|A2541|A2547|A2748|A2749|A2750,
rxn10126,succinate dehyrdogenase,[c] : fadh2 + q8 => fad + q8h2,,,,,0,,,0,2,Undetermined,,
rxn10147,Cob(1)alamin transport via ABC system,h2o[c] + atp[c] + cbl1[e] => adp[c] + pi[c] + h[c] + cbl1[c],,,,,0,,,0,2,,,
rxn10168,Potassium ABC transporter,h2o[c] + atp[c] + k[e] => adp[c] + pi[c] + h[c] + k[c],,,,,0,,,0,2,,,
rxn10199,Peptidoglycan subunit synthesis,[c] : uaagmda + Peptidoglycan polymer (n-1 subunits) <=> udcpdp + Peptidoglycan polymer (n subunits),,,,,1,,,0,2,,,
rxn10202,palmitoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + pmtcoa => coa + 1hdecg3p,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10203,myristoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + tdcoa => coa + 1tdecg3p,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10204,stearoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + stcoa => coa + 1odecg3p,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10205,isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + fa11coa => coa + 1-isoheptadecanoyl-sn-glycerol 3-phosphate,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10206,anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + fa12coa => coa + 1-anteisoheptadecanoyl-sn-glycerol 3-phosphate,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10207,isotetradecanoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + fa1coa => coa + 1-isotetradecanoyl-sn-glycerol 3-phosphate,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10208,isopentadecanoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + fa3coa => coa + 1-isopentadecanoyl-sn-glycerol 3-phosphate,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10209,anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + fa4coa => coa + 1-anteisopentadecanoyl-sn-glycerol 3-phosphate,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10210,isohexadecanoyl-glycerol-3-phosphate O-acyltransferase,[c] : glyc3p + fa6coa => coa + 1-isohexadecanoyl-sn-glycerol 3-phosphate,,A1010,,,0,,,0,2,2.3.1.15,,
rxn10211,palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : pmtcoa + 1hdecg3p => coa + pa160,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10212,myristoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : tdcoa + 1tdecg3p => coa + pa140,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10213,stearoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : stcoa + 1odecg3p => coa + pa180,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10214,isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : fa11coa + 1-isoheptadecanoyl-sn-glycerol 3-phosphate => coa + 1_2-diisoheptadecanoyl-sn-glycerol 3-phosphate,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10215,anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : fa12coa + 1-anteisoheptadecanoyl-sn-glycerol 3-phosphate => coa + 1_2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10216,isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : fa1coa + 1-isotetradecanoyl-sn-glycerol 3-phosphate => coa + 1_2-diisotetradecanoyl-sn-glycerol 3-phosphate,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10217,isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : fa3coa + 1-isopentadecanoyl-sn-glycerol 3-phosphate => coa + 1_2-diisopentadecanoyl-sn-glycerol 3-phosphate,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10218,anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : fa4coa + 1-anteisopentadecanoyl-sn-glycerol 3-phosphate => coa + 1_2-dianteisopentadecanoyl-sn-glycerol 3-phosphate,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10219,isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,[c] : fa6coa + 1-isohexadecanoyl-sn-glycerol 3-phosphate => coa + 1_2-diisohexadecanoyl-sn-glycerol 3-phosphate,,A2396,,,0,,,0,2,2.3.1.51,,
rxn10220,isoheptadecanoyl-phosphatidate cytidylyltransferase,[c] : ctp + 1_2-diisoheptadecanoyl-sn-glycerol 3-phosphate => ppi + CDP-1_2-diisoheptadecanoylglycerol,,A2479,,,0,,,0,2,2.7.7.41,,
rxn10221,anteisoheptadecanoyl-phosphatidate cytidylyltransferase,[c] : ctp + 1_2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate => ppi + CDP-1_2-dianteisoheptadecanoylglycerol,,A2479,,,0,,,0,2,2.7.7.41,,
rxn10222,isotetradecanoyl-phosphatidate cytidylyltransferase,[c] : ctp + 1_2-diisotetradecanoyl-sn-glycerol 3-phosphate => ppi + CDP-1_2-diisotetradecanoylglycerol,,A2479,,,0,,,0,2,2.7.7.41,,
rxn10223,isopentadecanoyl-phosphatidate cytidylyltransferase,[c] : ctp + 1_2-diisopentadecanoyl-sn-glycerol 3-phosphate => ppi + CDP-1_2-diisopentadecanoylglycerol,,A2479,,,0,,,0,2,2.7.7.41,,
rxn10224,anteisopentadecanoyl-phosphatidate cytidylyltransferase,[c] : ctp + 1_2-dianteisopentadecanoyl-sn-glycerol 3-phosphate => ppi + CDP-1_2-dianteisopentadecanoylglycerol,,A2479,,,0,,,0,2,2.7.7.41,,
rxn10225,isohexadecanoyl-phosphatidate cytidylyltransferase,[c] : ctp + 1_2-diisohexadecanoyl-sn-glycerol 3-phosphate => ppi + CDP-1_2-diisohexadecanoylglycerol,,A2479,,,0,,,0,2,2.7.7.41,,
rxn10253,isoheptadecanoyl-Diacylglycerol kinase,[c] : atp + 1_2-Diisoheptadecanoyl-sn-glycerol => adp + 1_2-diisoheptadecanoyl-sn-glycerol 3-phosphate,,A1763,,,0,,,0,2,2.7.1.107,,
rxn10254,anteisoheptadecanoyl-Diacylglycerol kinase,[c] : atp + 1_2-Dianteisoheptadecanoyl-sn-glycerol => adp + 1_2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate,,A1763,,,0,,,0,2,2.7.1.107,,
rxn10255,isotetradecanoyl-Diacylglycerol kinase,[c] : atp + 1_2-Diisotetradecanoyl-sn-glycerol => adp + 1_2-diisotetradecanoyl-sn-glycerol 3-phosphate,,A1763,,,0,,,0,2,2.7.1.107,,
rxn10256,isopentadecanoyl-Diacylglycerol kinase,[c] : atp + 1_2-Diisopentadecanoyl-sn-glycerol => adp + 1_2-diisopentadecanoyl-sn-glycerol 3-phosphate,,A1763,,,0,,,0,2,2.7.1.107,,
rxn10257,anteisopentadecanoyl-Diacylglycerol kinase,[c] : atp + 1_2-Dianteisopentadecanoyl-sn-glycerol => adp + 1_2-dianteisopentadecanoyl-sn-glycerol 3-phosphate,,A1763,,,0,,,0,2,2.7.1.107,,
rxn10258,isohexadecanoyl-Diacylglycerol kinase,[c] : atp + 1_2-Diisohexadecanoyl-sn-glycerol => adp + 1_2-diisohexadecanoyl-sn-glycerol 3-phosphate,,A1763,,,0,,,0,2,2.7.1.107,,
rxn10259,isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,[c] : glyc3p + CDP-1_2-diisoheptadecanoylglycerol => cmp + Diisoheptadecanoylphosphatidylglycerophosphate,,A0877,,,0,,,0,2,2.7.8.5,,
rxn10260,anteisoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,[c] : glyc3p + CDP-1_2-dianteisoheptadecanoylglycerol => cmp + Dianteisoheptadecanoylphosphatidylglycerophosphate,,A0877,,,0,,,0,2,2.7.8.5,,
rxn10261,isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,[c] : glyc3p + CDP-1_2-diisotetradecanoylglycerol => cmp + Diisotetradecanoylphosphatidylglycerophosphate,,A0877,,,0,,,0,2,2.7.8.5,,
rxn10262,isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,[c] : glyc3p + CDP-1_2-diisopentadecanoylglycerol => cmp + Diisopentadecanoylphosphatidylglycerophosphate,,A0877,,,0,,,0,2,2.7.8.5,,
rxn10263,anteisopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,[c] : glyc3p + CDP-1_2-dianteisopentadecanoylglycerol => cmp + Dianteisopentadecanoylphosphatidylglycerophosphate,,A0877,,,0,,,0,2,2.7.8.5,,
rxn10264,isohexadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase,[c] : glyc3p + CDP-1_2-diisohexadecanoylglycerol => cmp + Diisohexadecanoylphosphatidylglycerophosphate,,A0877,,,0,,,0,2,2.7.8.5,,
rxn10307,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Palmitoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Palmitoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10308,"myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Myristoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Myristoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10309,"stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Stearoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Stearoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10310,"isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Isoheptadecanoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Isoheptadecanoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10311,"anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Anteisoheptadecanoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Anteisoheptadecanoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10312,"isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Isotetradecanoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Isotetradecanoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10313,"isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Isopentadecanoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Isopentadecanoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10314,"anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Anteisopentadecanoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Anteisopentadecanoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10315,"isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",[c] : 24 uacgam + Isohexadecanoyllipoteichoic acid (n=24)_ linked_ unsubstituted <=> 24 udp + Isohexadecanoyllipoteichoic acid (n=24)_ linked_ N-acetyl-D-glucosamine,,,,,1,,,0,2,2.7.8.-,,
rxn10343,Mercury (Hg+2) ABC transporter,h2o[c] + atp[c] + hg2[c] => adp[c] + pi[c] + h[c] + hg2[e],,,,,0,,,0,2,,,
rxn10344,Lead (Pb+2) ABC transporter,h2o[c] + atp[c] + Pb[c] => adp[c] + pi[c] + h[c] + Pb[e],,,,,0,,,0,2,,,
CA2abc1,calcium transport via ABC system,h2o[c] + atp[c] + ca2[c] => adp[c] + pi[c] + ca2[e] + h[c],YloB (A0245) ,A0245,YloB,Transport,0,,,0,1,,,
rxn10473,chlorideion transport out via diffusion,cl[e] <=> cl[c],,,,,1,,,0,2,,,
rxn10481,Copper transport via ABC system,h2o[c] + atp[c] + cu2[e] => adp[c] + pi[c] + cu2[c] + h[c],,,,,0,,,0,2,,,
rxn10571,magnesium transport via ABC system,h2o[c] + atp[c] + mg2[e] => adp[c] + pi[c] + h[c] + mg2[c],,,,,0,,,0,2,,,
rxn10806,cytochrome oxidase bd (menaquinol-8: 2 protons),0.5 o2[c] + 2 h[c] + mql8[c] => h2o[c] + 2 h[e] + mqn8[c],,,,,0,,,0,2,,,
rxn11544,"Hydrogenobyrinate  <=> Hydrogenobyrinate a,c diamide",[c] : h2o + 2 atp + 2 gln-L + hgbyr <=> 2 adp + ppi + 2 glu-L + hgbam,,,,,1,,,0,2,,,
SEPHCC,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,[c] : akg + h + ichor => co2 + 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,MenD (A1531) ,A1531,MenD,Quinone Biosynthesis,0,,,0,2,2.2.1.9,,
SHCHCS,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",[c] : 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate => pyr + 2shchc,MenH (A1594) ,A1594,MenH,Quinone Biosynthesis,0,,,0,1,4.2.99.20,,
rxn11946,3-demethylubiquinone-9 3-o-methyltransferase,[c] : amet + OCTAPRENYL-METHYL-OH-METHOXY-BENZQ => ahcys + q8,,,,,0,,,0,2,2.1.1.64,,
rxn12224,2-octaprenyl-6-methoxyphenol hydroxylase,[c] : o2 + 2omph => h2o + 2ombz,,A1949,,,0,,,0,2,1.14.13.-,,
rxn12376,transport of 4-hydroxybenzyl alcohol [extraorganism-cytosol](passive),4hba[e] <=> 4hba[c],,,,,1,,,0,1,,,
rxn12510,ATP:pantothenate 4'-phosphotransferase,[c] : atp + pnto-R => adp + 4ppan,,A2302,,,0,,,0,2,2.7.1.33,,
rxn12633,aminopeptidase,[c] : h2o + ala-L-asp-L => ala-L + asp-L,,,,,0,,,0,2,,,
rxn12634,aminopeptidase,[c] : h2o + gly-glu-L => glu-L + gly,,,,,0,,,0,2,,,
rxn12635,aminopeptidase,[c] : h2o + gly-met-L => gly + met-L,,,,,0,,,0,2,,,
rxn12636,aminopeptidase,[c] : h2o + h + met-L-ala-L => ala-L + met-L,,,,,0,,,0,2,,,
rxn12637,aminopeptidase,[c] : h2o + gly-asp-L => gly + asp-L,,,,,0,,,0,2,,,
rxn12638,aminopeptidase,[c] : h2o + gly-pro-L => gly + h + pro-L,,,,,0,,,0,2,,,
rxn12639,aminopeptidase,[c] : h2o + ala-L-gln-L => ala-L + gln-L,,,,,0,,,0,2,,,
rxn12640,aminopeptidase,[c] : h2o + ala-L-glu-L => glu-L + ala-L,,,,,0,,,0,2,,,
rxn12641,aminopeptidase,[c] : h2o + L-alagly => gly + ala-L,,,,,0,,,0,2,,,
rxn12642,aminopeptidase,[c] : h2o + ala-L-his-L => ala-L + his-L,,,,,0,,,0,2,,,
rxn12643,aminopeptidase,[c] : h2o + ala-L-leu-L => ala-L + leu-L,,,,,0,,,0,2,,,
rxn12644,aminopeptidase,[c] : h2o + ala-L-Thr-L => ala-L + thr-L,,,,,0,,,0,2,,,
rxn12645,aminopeptidase,[c] : h2o + gly-asn-L => gly + asn-L,,,,,0,,,0,2,,,
rxn12646,aminopeptidase,[c] : h2o + gly-gln-L => gly + gln-L,,,,,0,,,0,2,,,
rxn12822,L-Glutamate:ferredoxin oxidoreductase (transaminating),[c] : akg + gln-L + 2 h + 2 fdxrd => 2 glu-L + 2 fdxox,,,,,0,,,0,2,1.4.7.1,,
rxn12844,Gly-Cys aminopeptidase,[c] : h2o + gly-cys-L => gly + cys-L,,A0435|A2457,,,0,,,0,2,3.4.11.2,,
rxn12845,Gly-Leu aminopeptidase,[c] : h2o + gly-leu-L => gly + leu-L,,A0435|A2457,,,0,,,0,2,3.4.11.2,,
rxn12846,Gly-Phe aminopeptidase,[c] : h2o + gly-phe-L => gly + phe-L,,A0435|A2457,,,0,,,0,2,3.4.11.2,,
rxn12847,Gly-Try aminopeptidase,[c] : h2o + Gly-Tyr => gly + tyr-L,,A0435|A2457,,,0,,,0,2,3.4.11.2,,
rxn12848,Gly-Cys ABC transporters,h2o[c] + atp[c] + gly-cys-L[e] => adp[c] + pi[c] + gly-cys-L[c],,,,,0,,,0,2,3.A.1.5,,
rxn12849,Gly-Leu ABC transporters,h2o[c] + atp[c] + gly-leu-L[e] => adp[c] + pi[c] + gly-leu-L[c],,,,,0,,,0,2,3.A.1.5,,
rxn12850,Gly-Phe ABC transporters,h2o[c] + atp[c] + gly-phe-L[e] => adp[c] + pi[c] + gly-phe-L[c],,,,,0,,,0,2,3.A.1.5,,
rxn12851,Gly-Try ABC transporters,h2o[c] + atp[c] + Gly-Tyr[e] => adp[c] + pi[c] + Gly-Tyr[c],,,,,0,,,0,2,3.A.1.5,,
rxn13782,Protein biosynthesis,[c] : <=> proteinsynth,,,,,1,,,0,2,,,
rxn13783,DNA replication,[c] : <=> dnarep,,,,,1,,,0,2,,,
rxn13784,RNA transcription,[c] : <=> rnatrans,,,,,1,,,0,2,,,
sped,adenosylmethionine decarboxylase,[c] : amet + h => ametam + co2,,,,Cysteine and Methionine Metabolism,0,,,0,1,4.1.1.50,no known ORF has been detected,
rxn01219,ATP:CMP phosphotransferase,[c] : atp + dcmp <=> adp + dcdp,,A0343,,,1,,,0,2,2.7.4.14,,
rxn00097,ATP:AMP phosphotransferase,[c] : atp + amp <=> 2 adp,,A1046,,,1,,,0,2,2.7.4.3,,
rxn00364,ATP:CMP phosphotransferase,[c] : atp + cmp <=> adp + cdp,,A0343,,,1,,,0,2,2.7.4.14,,
rxn00409,ATP:nucleoside-diphosphate phosphatransferase,[c] : atp + cdp <=> adp + ctp,,A0814,,,1,,,0,2,2.7.4.6,,
rxn12512,(R)-4'-Phosphopantothenate:L-cysteine ligase,[c] : atp + cys-L + 4ppan => ppi + amp + 4ppcys,,,,,0,,,0,2,6.3.2.5,,
rxn09177,phosphopantothenate-cysteine ligase,[c] : ctp + cys-L + 4ppan => ppi + cmp + 4ppcys,,,,,0,,,0,2,6.3.2.5,,
rxn02716,"Chlorophyllide-a:NADP+ 7,8-oxidoreductase",[c] : nadph + 2 h + Protochlorophyllide => nadp + Chlorophyllide,,,,,0,,,0,2,1.3.1.33,,
P5CD,L-1-Pyrroline-5-carboxylate:NAD+ oxidoreductase,[c] : 2 h2o + nad + 1pyr5c => nadh + glu-L + h,PutAec (A1071) ,A1071,PutAec,,0,,,0,2,1.5.1.12,,
rxn02374,L-glutamate 5-semialdehyde dehydratase (spontaneous),[c] : glu5sa <=> h2o + h + 1pyr5c,,,,,1,,,0,2,,,
rxn02342,2-(alpha-Hydroxyethyl)thiamine diphosphate:lipoamide,[c] : lpam + 2-Hydroxyethyl-ThPP => thmpp + adhlam,,,,,0,,,0,2,1.2.4.1,,
rxn01871,acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase,[c] : accoa + dhlam <=> coa + adhlam,,A0110,,,1,,,0,2,2.3.1.12,,
rxn01241,Dihydrolipoamide:NAD+ oxidoreductase,[c] : nad + dhlam <=> nadh + h + lpam,,A1126,,,1,,,0,2,1.8.1.4,,
rxn00183,L-Glutamate 5-semialdehyde:NAD+ oxidoreductase,[c] : h2o + nad + glu5sa => nadh + glu-L + 2 h,,,,,0,,,0,2,1.5.1.12,,
GLU5K,glutamate 5-kinase,[c] : atp + glu-L + h => adp + glu5p,ProB (A1782) ,A1782,ProB,Amino Acid Metabolism,0,,,0,2,2.7.2.11,,
G5SD,glutamate-5-semialdehyde dehydrogenase,[c] : nadph + glu5p => nadp + pi + glu5sa ,( ProA (A0583)  ) or ( ProA2 (A2614)  ),( A0583  or  A2614 ),( ProA ) or ( ProA2 ),Amino Acid Metabolism,0,,,0,2,1.2.1.41,,
UDP6GSH,UDP-6-sulfo-6-deoxyglucose sulfohydrolase,[c] : h + so3 + udpg <=> h2o + udpsq,SLBP (A0847) ,A0847,SLBP,Lipid & Cell Wall Metabolism,1,,,0,4,3.13.1.1,,
SPS,sucrose-phosphate synthase,[c] : f6p + udpg <=> h + suc6p + udp,SpsA (A0888) ,A0888,SpsA,,1,,,0,4,2.4.1.14,,
